1001;1001;False
1002;1002;False
1003;1003;False
1004;1004;False
1005;1005;False
1006;1006;False
1007;1007;False
1008;1008;False
1009;1009;False
1010;1010;False
1011;1011;False
1012;1012;False
1013;1013;False
1014;1014;False
1015;1015;False
1016;1016;False
1017;1017;False
1018;1018;False
1019;1019;False
1020;1020;False
1021;1021;False
1022;1022;False
1023;1023;False
1024;1024;False
1025;1025;False
1026;1026;False
1027;1027;False
1028;1028;False
1029;1029;False
1030;1030;False
1031;1031;False
1032;1032;False
1033;1033;False
1034;1034;False
1035;1035;False
1036;1036;False
1037;1037;False
1038;1038;False
1039;1039;False
1040;1040;False
1041;1041;False
1042;1042;False
1043;1043;False
1044;1044;False
1045;1045;False
1046;1046;False
1047;1047;False
1048;1048;False
1049;1049;False
1050;1050;False
1051;1051;False
1052;1052;False
1053;1053;False
1054;1054;False
1055;1055;False
1056;1056;False
1057;1057;False
1058;1058;False
1059;1059;False
1060;1060;False
1061;1061;False
1062;1062;False
1063;1063;False
1064;1064;False
1065;1065;False
1066;1066;False
1067;1067;False
1068;1068;False
1069;1069;False
1070;1070;False
1071;1071;False
1072;1072;False
1073;1073;False
1074;1074;False
1075;1075;False
1076;1076;False
1077;1077;False
1078;1078;False
1079;1079;False
1080;1080;False
1081;1081;False
1082;1082;False
1083;1083;False
1084;1084;False
1085;1085;False
1086;1086;False
1087;1087;False
1088;1088;False
1089;1089;False
1090;1090;False
1091;1091;False
1092;1092;False
1093;1093;False
1094;1094;False
1095;1095;False
1096;1096;False
1097;1097;False
1098;1098;False
1099;1099;False
1100;1100;False
1101;1101;False
1102;1102;False
1103;1103;False
1104;1104;False
1105;1105;False
1106;1106;False
1107;1107;False
1108;1108;False
1109;1109;False
1110;1110;False
1111;1111;False
1112;1112;False
1113;1113;False
1114;1114;False
1115;1115;False
1116;1116;False
1117;1117;False
1118;1118;False
1119;1119;False
1120;1120;False
1121;1121;False
1122;1122;False
1123;1123;False
1124;1124;False
1125;1125;False
1126;1126;False
1127;1127;False
1128;1128;False
1129;1129;False
1130;1130;False
1131;1131;False
1132;1132;False
1133;1133;False
1134;1134;False
1135;1135;False
1136;1136;False
1137;1137;False
1138;1138;False
1139;1139;False
1140;1140;False
1141;1141;False
1142;1142;False
1143;1143;False
1144;1144;False
1145;1145;False
1146;1146;False
1147;1147;False
1148;1148;False
1149;1149;False
1150;1150;False
1151;1151;False
1152;1152;False
1153;1153;False
1154;1154;False
1155;1155;False
1156;1156;False
1157;1157;False
1158;1158;False
1159;1159;False
1160;1160;False
1161;1161;False
1162;1162;False
1163;1163;False
1164;1164;False
1165;1165;False
1166;1166;False
1167;1167;False
1168;1168;False
1169;1169;False
1170;1170;False
1171;1171;False
1172;1172;False
1173;1173;False
1174;1174;False
1175;1175;False
1176;1176;False
1177;1177;False
1178;1178;False
1179;1179;False
1180;1180;False
1181;1181;False
1182;1182;False
1183;1183;False
1184;1184;False
1185;1185;False
1186;1186;False
1187;1187;False
1188;1188;False
1189;1189;False
1190;1190;False
1191;1191;False
1192;1192;False
1193;1193;False
1194;1194;False
1195;1195;False
1196;1196;False
1197;1197;False
1198;1198;False
1199;1199;False
1200;1200;False
1201;1201;False
1202;1202;False
1203;1203;False
1204;1204;False
1205;1205;False
1206;1206;False
1207;1207;False
1208;1208;False
1209;1209;False
1210;1210;False
1211;1211;False
1212;1212;False
1213;1213;False
1214;1214;False
1215;1215;False
1216;1216;False
1217;1217;False
